LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
842, 【インフラ初心者超必見】インフラ情報まとめ,"[""インフラ""]","nsのインストール」
WebSphere Application Server
Java
IBM製のJava EE準拠のアプリケーションサーバ
公式
unicorn
Ruby ...",https://qiita.com//enzen/items/aa98ff1dc502d0ff09ad,,enzen
840,初心者を戒めるPHP,"[""PHP""]","い。それよりはinterfaceと、必要があれば委譲を利用することで同様のことをシンプルに実現できることが多い。
そんなにarray_mapが書きたいか?
中途半端にRuby ...",https://qiita.com//tadsan/items/fb496e450fc27c8c4494,6,tadsan
841,Vue.js概要？,"[""Vue.js""]","に対応する最後のバージョンとなるv2.7
へのv3.x互換機能のバックポートにより多くの開発リソースが割り当て
られることになりました。
サーバーサイドFWとの連携
Ruby ...",https://qiita.com//asip2k25/items/bd4bdccd5201d542953c,,asip2k25
834,今更聞けないpryの使い方と便利プラグイン集,"[""Ruby"", ""Rails"", ""pry""]","Rubyのソースコードを読むとき、grepやctagsだけで読んでるとどこにどういう値が入るのか頭で考える必要があり大変。
そういう時、実際に動かしながらpryを使って中身を ...",https://qiita.com//k0kubun/items/b118e9ccaef8707c4d9f,,k0kubun
834,PHPを使いもせずDISってる君達へ,"[""PHP"", ""Ruby""]",HPがよくDISられている点について、実際どうなのかをPHP未体験者向けに解説していきたいと思います。PHPを触ったことない人でもわかりやすいようにシンプル目な仕様のRuby ...,https://qiita.com//nori0620/items/08bba8649fa5b608f695,13,nori0620
833,東大生が5秒で始められるゲームプログラミング学習サービスを開発・リリースした話,"[""初心者"", ""Rails"", ""JavaScript"", ""個人開発"", ""Vue.js""]","グラミング学習にとても苦労したから、他の人には同じ思いをして欲しくないということに尽きます。
私は大学に入るまでプログラミングの経験はありませんでしたが、大学の授業でRuby ...",https://qiita.com//DanballJP/items/87bff03e4c4b9470e6a8,11,DanballJP
834,ストアドプロシージャの基本的ななにか,"[""MySQL""]","できるもの。
DB上で動作を完結させちゃうから, 開発言語に依存しないよ！
Ruby とか PHP だとか Perl でも Python だろうと
CALL できれば結果は同 ...",https://qiita.com//setsuna82001/items/e742338eb93e3a48ba46,,setsuna82001
833,tsconfig.jsonの全オプションを理解する（随時追加中）,"[""TypeScript"", ""tsconfig""]","在しているにも関わらず脱出処理（breakやreturn）が無いものにエラーを吐きます。
とりあえずtrueにしておけ系。
詳しく
上で太字にした部分を説明します。
Ruby ...",https://qiita.com//ryokkkke/items/390647a7c26933940470,5,ryokkkke
828,Dockerで作る最強のWeb開発環境2017,"[""Docker"", ""docker-compose""]","が違う場合、Native extension があると問題の原因になるので避けたい。
ホスト側ではエディタと git さえあれば完結、というぐらいを目指す
対象領域
Ruby ...",https://qiita.com//osyoyu/items/a039b7e05abc6e97fb25,3,osyoyu
826,なるべく短い正規表現で住所を「都道府県/市区町村/それ以降」に分けるエクストリームスポーツ,"[""正規表現"", ""Ruby""]","住所から「都道府県/市区町村/それ以降」の3ヵ所をキャプチャする正規表現を作りたい。
サンプル(Ruby)
rex = /ごにょごにょ/
p ""東京都文京区後楽１丁目３−６１ ...",https://qiita.com//zakuroishikuro/items/066421bce820e3c73ce9,15,zakuroishikuro
824,プログラミングの本を無料で手に入れる方法,"[""Qiita"", ""Book"", ""Java"", ""PHP"", ""C++""]","型言語プログラミング
・Ruby Best Practices
・7 Free JavaScript E-Books and Tutorials
・プログラマが知るべき97の ...",https://qiita.com//kodam/items/4b10f9c304e4c94a95f1,14,kodam
823,WEB ページの読み込み時間を短くしよう,"[""HTML"", ""CSS"", ""JavaScript""]","まずは遅くなる原因を取り除こう
この記事ではクライアントサイドに焦点を当てて紹介しますので、PHP や Ruby などサーバーサイドのプログラミングに関することは一切出てきま ...",https://qiita.com//tomochan154/items/2e2dc7b6eca006b41afb,1,tomochan154
823,Graphvizとdot言語でグラフを描く方法のまとめ,"[""Graphviz""]"," - Rubyの世界からGraphvizの世界にこんにちは！
Rank attribute is confusing to me - stackoverflow
Basic  ...",https://qiita.com//rubytomato@github/items/51779135bc4b77c8c20d,7,rubytomato@github
820,Linuxの対話がめんどくさい?そんな時こそ自動化だ！-expect編-,"[""Linux"", ""Expect"", ""Tcl""]","答する、所謂対話を自動化するコマンド及びモジュールです。
今回はLinux上のexpectコマンドを取り上げますが、CでもC++でも同様の処理が実行可能なようです。
Ruby ...",https://qiita.com//ine1127/items/cd6bc91174635016db9b,3,ine1127
816,深夜だから個人的なプログラミング学習方法を書くよ！,"[""プログラミング"", ""言語習得"", ""プログラミング初心者"", ""PHP"", ""HTML""]","欲しいか？それを作るのに適している言語は何なのか？という風に、一歩一歩目的へ向けて歩くのではなく、目的から逆引きで学習しましょう。
WebアプリならPHPやJava、Ruby ...",https://qiita.com//tao_s/items/b6fb2303e36f5909cc62,27,tao_s
815,Qiitaで良い記事を書く技術,"[""Qiita"", ""記事作成"", ""文章"", ""日本語""]","記法 チートシート
Qiitaでシンタックスハイライト可能な言語一覧
erbもいけます。
htmlやrubyにすると、シンタックスハイライトが崩れます。
index.html ...",https://qiita.com//t12u/items/8c28484100dfd3a6351b,14,t12u
814,[*Rails*] deviseの使い方（rails4版）,"[""Rails"", ""Ruby"", ""devise""]","png"", ""description""=>""デザイン系出身。プログラミングは初心者レベルを脱しませんがプロジェクトでJavaEEを使っているので勉強中です。でもRuby ...",https://qiita.com//cigalecigales/items/73d7bd7ec59a001ccd74,7,cigalecigales
815,YAPC Asia 2015「Google Cloud Platformの謎テクノロジーを掘り下げる」のまとめ,"[""GoogleCloudPlatform"", ""yapcasia""]",いったメリットはあるものの、現時点はWebSocketやNode.js等に対応してません。リアルタイム系が弱い。Java/Python/Go/PHPは対応してるけど、Ruby ...,https://qiita.com//kazunori279/items/3ce0ba40e83c8cc6e580,,kazunori279
813,20万pv/月達成のwebサービスのRailsソースコード、全部見せます！,"[""Ruby"", ""Rails"", ""Webサービス""]","ました。
リポジトリURL：https://github.com/SugiKent/republic
環境
Ruby: 2.5.1
Rails: 5.1.6
ぜひREADME ...",https://qiita.com//kent_ear/items/f48362b953d74d9f60f0,11,kent_ear
812,~/.ssh/configについて,"[""SSH""]","を書く
http://www.linuxsysadmintutorials.com/multiple-ssh-client-configuration-files/
ruby ...",https://qiita.com//passol78/items/2ad123e39efeb1a5286b,3,passol78
804,Vagrant basics,"[""Vagrant""]","ールのインストール）のみを行っておくのが普通。
Vagrantfile
構築する仮装マシンのスペックやプロビジョニングツールの指定など、仮想マシンの構成を記述する。
Ruby ...",https://qiita.com//kidach1/items/e63c1607705178aa257c,1,kidach1
801,RxJavaに3日で入門し、Androidアプリのリスト操作、非同期処理、変更通知の課題を解決した話,"[""RxJava"", ""Android"", ""Rx"", ""ReactiveExtensions""]","ight-Stream-APIをおすすめします。メソッド数は350程度です。
Java 8からlambdaとstream APIを使ってmapやfilterのような、Ruby ...",https://qiita.com//yuya_presto/items/152fa80d073d865cfc90,3,yuya_presto
796,自分のvimでやってきたことのまとめ,"[""Vim"", ""vimrc""]","キャッシュするときの最小文字長
let g:neocomplcache_min_syntax_length = 3
"" 補完の設定
autocmd FileType ruby ...",https://qiita.com//ykyk1218/items/ab1c89c4eb6a2f90333a,3,ykyk1218
796,Java製アプリを Eclipse から実行したことしかない新人に「ビルドツールとは？」を説明してみる…そして CI へ,"[""gradle"", ""ビルドツール"", ""継続的インテグレーション"", ""CI""]",リの依存関係を管理する．(これを行うことに特化した「パッケージマネージャー」というカテゴリに属するツールもあります．有名なのは JavaScript の npm や，Ruby ...,https://qiita.com//Mura-Mi/items/225825cc3715dc04d923,,Mura-Mi
793,モダンPHPアンチパターン,"[""PHP""]","になったり、配列の未定義インデックスを参照しようとするとnullが返ってきたりする。
未定義インデックスの参照はRubyではふつうのことだけど、それすらも個人的には好きではな ...",https://qiita.com//tadsan/items/157969b338fd8b782b21,1,tadsan
788,SublimeTextの教科書で紹介されてるプラグインまとめ,"[""SublimeText""]","ののシンタックスハイライト。
github.​com
Jade Build
Jadeのコンパイル。
mutian.​github.​io
Ruby Slim
Slimのシンタ ...",https://qiita.com//maccotsan/items/f320036e19f8d3b798c1,,maccotsan
791,printfに4285個アスタリスクをつけるとclang++が死ぬ,"[""C++"", ""clang++"", ""ICPC"", ""g++""]","\\n"");
}
EOS
f.close()
return system(""clang++ test.cpp"")
end
check(ARGV[0].to_i)
$ ruby ...",https://qiita.com//kaityo256/items/84d8ba352009e3a0fe42,6,kaityo256
783,【動画付き】Rails 5.1で作るVue.jsアプリケーション ～Herokuデプロイからシステムテストまで～,"[""Rails"", ""Ruby"", ""Vue.js"", ""JavaScript""]","ます。
こちらも参考にしてください。
それでは以下が本編です！
Rubyバージョンの確認
この記事ではRuby 2.4.0を使います。
$ ",https://qiita.com//jnchito/items/30ab14ebf29b945559f6,8,jnchito
783,Webアプリケーションの構成に関する予備知識 ,"[""PHP"", ""DDD"", ""PofEAA""]","くい
ActiveRecord（アクティブレコード）
Entityを永続化するための機能をEntity自身が持つパターン、もしくはそのパターンにもとづくオブジェクト
Ruby ...",https://qiita.com//okeyaki/items/37eb4b66bd8ef62c1fe8,2,okeyaki
782,pyenvが必要かどうかフローチャート,"[""pyenv"", ""Python"", ""ポエム""]","、トラブルシューティングもままならないケースが多いです。本人だけではなく、周りの時間を奪うことになります。
pyenvが一般ユーザにあまり必要がない理由
pyenvはRuby ...",https://qiita.com//shibukawa/items/0daab479a2fd2cb8a0e7,11,shibukawa
782,dev.toがなぜinsanely  fastを実現出来ているか,"[""Rails"", ""performance"", ""Heroku"", ""fastly"", ""PWA""]","ating Things - dev.to
The dev.to tech stack - dev.to
Here's our stack:
Open Source
Ruby ...",https://qiita.com//saboyutaka/items/1f528ec3ce85476d7561,,saboyutaka
779,rbenv を使って ruby をインストールする(CentOS編),"[""rbenv"", ""ruby-build"", ""Ruby""]","設定の再読み込み
$ exec $SHELL -l
4. rbenvの確認
$ rbenv --version
rbenv 0.4.0-74-g95a039a
5. ruby ...",https://qiita.com//inouet/items/478f4228dbbcd442bfe8,4,inouet
777,2010年以前で止まっていたJavaScript脳を2016年までバージョンアップした話,"[""JavaScript"", ""es6""]","ipをダウンロードし自分たちのプロジェクトに取り込む、といったことをやっていたわけですが、控えめに言っても「超めんどくさい」。
ブラウザで使うモジュール・ライブラリもruby ...",https://qiita.com//kotaroito/items/0f04cd089e6c13c79c09,,kotaroito
778,iOSライブラリ管理ツール「CocoaPods」の使用方法,"[""CocoaPods"", ""Objective-C""]","リ取ってきて、プロジェクトに手動で追加して…と大変みたい。
それを簡単に管理できるようにしてくれるんだって。
CocoaPodsのインストール
MacにはデフォルトでRuby ...",https://qiita.com//satoken0417/items/479bcdf91cff2634ffb1,2,satoken0417
770,未経験からコロナ禍でも自社開発企業へ転職できました,"[""初心者"", ""転職"", ""Rails"", ""ポートフォリオ"", ""未経験エンジニア""]","公開停止しました）
https://github.com/ash0411-maker/portforlio_app
学習したこと一覧
ポートフォリオに導入したもの
・Ruby ...",https://qiita.com//ashketcham/items/8ab3626feb9b4228f358,18,ashketcham
771,RSpecにおけるFactoryGirlの使い方まとめ,"[""FactoryGirl"", ""Ruby"", ""RSpec""]","FactoryGirlの使い方でいまいちわかんない部分があったので
Getting Startedをみて必要なのだけピックアップしてみた
まとめというかただの和訳か。
ちなみにfakerなんかと...",https://qiita.com//muran001/items/436fd07eba1db18ed622,1,muran001
771,開設後３週間で収益１０万円を得た個人開発サイトに立ち向かった話の全部を公開する,"[""Python"", ""JavaScript"", ""React"", ""個人開発"", ""gcp""]","も数年前Ruby on Railsでブログを投稿できるCMSを作ろうと思い立ったものの、結局モチベーションが続かず、世に出ないままお蔵入りでした。
しかし、今も開発してるぬこ ...",https://qiita.com//nuko-suke/items/652366597ce2ce0a91f9,8,nuko-suke
767,大規模Webアプリケーションにおける複雑性とアーキテクチャ設計に関する一考察,"[""オブジェクト指向"", ""設計"", ""DDD"", ""アーキテクチャ""]","理してみようという試みです。
いわゆるサーバサイドにスコープを絞り、フロントエンドは対象外です。筆者は普段、オブジェクト指向言語で書いているので、本記事でもその前提（Ruby ...",https://qiita.com//tmknom/items/be5c4b350f561991f2f5,,tmknom
764, C# で Single Page Web Application が書ける Blazor が凄かった件,"[""C#"", ""ASP.NET_Core"", ""Blazor""]","ない？
次に思い浮かぶのは、自分がこんなに興奮しているのは、もともと自分が、サーバー側実装に C# + ASP.NET を採用していた背景があるかな、という点です。
Ruby ...",https://qiita.com//jsakamoto/items/20d4893f6c8cdb0356f6,8,jsakamoto
759,これからVueを勉強しようと思っている人への道しるべ（勉強方法）を書く,"[""Vue.js"", ""JavaScript"", ""nuxt.js""]","もいると思います。
そこで、これからVueを新たに勉強する人向けに、何を、どの順番で勉強すればいいのかの道しるべ的なものを書いていきます。
対象読者はこんな感じ。
・Ruby ...",https://qiita.com//akashixi/items/8b1f1e9a985b9024bba6,3,akashixi
758,クーロン(cron)をさわってみるお,"[""cron"", ""クーロン""]","/2013/09/02/172801
wheneverをいれたり
http://morizyun.github.io/blog/whenever-gem-rails-ruby ...",https://qiita.com//katsukii/items/d5f90a6e4592d1414f99,,katsukii
757,今すぐObjective-CをやめてSwiftを使おう,"[""Swift"", ""Objective-C"", ""iOS""]","t
let s = ""ABC""
のように型を省略しても、 ""ABC"" から s は String 型だと推論してくれる機能です。
これによって、JavaScriptやRuby ...",https://qiita.com//koher/items/4aea541fd0f0d8a9a166,1,koher
756,割と突き詰めてやったvim→vscode移行,"[""VSCode"", ""Vim""]","ですがvimのkeybindをどこまで反映できるかというところが重要です。
今までruby mineだったり、atomも使って見たことはあるのですが
納得のいくほどvimのk ...",https://qiita.com//y-mattun/items/45776b7e1942edb2f727,7,y-mattun
754,dotfilesをGitHubで管理,"[""Vim"", ""dotfiles"", ""GitHub""]","  bas.vim
│      cls.vim
│      frm.vim
│
└─indent
css.vim
html.vim
javascript.vim
ruby ...",https://qiita.com//okamos/items/7f5461814e8ed8916870,16,okamos
747,/tmpと/var/tmpの仁義無き戦い,"[""Linux"", ""CentOS"", ""ShellScript"", ""PHP"", ""Ruby""]","課題
/tmpと/var/tmpどっちも大体一緒だからいいんじゃないかと思って/tmpにファイルをつくろうとしたら、プログラムが使用するものは/var/tmpにと叱られた。確かに、基幹系システム...",https://qiita.com//kuni-nakaji/items/f29be14be578b5a19d4b,3,kuni-nakaji
746,【図解】初心者が知っておきたいサーバ周りの仕組みの話,"[""server"", ""AWS"", ""初心者""]","ージが動的コンテンツを含む場合、APサーバに処理をリクエストし、APサーバから返ってきた処理結果をWebブラウザに返す。
APサーバ：Webサーバからのリクエストを、Ruby ...",https://qiita.com//mi-1109/items/a8e5cfa0637ba2925b59,16,mi-1109
745,ぜんぶTIME_WAITのせいだ！,"[""Linux"", ""Ruby"", ""PHP"", ""CentOS"", ""nginx""]","課題
突然キャンペーンとかの高トラフィックが来る！とか言われると色々困ることはあるものの、今のご時世クラウドだからスペック上げときゃなんとかなるでしょ。ってとりあえずCPUとかメモリあげて見たも...",https://qiita.com//kuni-nakaji/items/c07004c7d9e5bb683bc2,,kuni-nakaji
742,グーグルのバグ予測アルゴリズムを実装したツール「bugspots」について,"[""バグ"", ""テスト"", ""アルゴリズム"", ""Ruby"", ""google""]","bugspotsはgoogleが開発した、バグ予測アルゴリズムをオープンソースとして開発されたツールです。
細かい説明は後にまとめますが、実際に使ったのを見るほうが分かりやすいので早速使ってみま...",https://qiita.com//okappy/items/e5fc62f9026e0d73c3e9,1,okappy
739,Swiftのエラーハンドリングはなぜ最先端なのか,"[""Swift""]","しは楽になりますが、しかしこれをやってしまうと、上述した捕捉範囲の曖昧性の問題を含むコードになってしまうため、それもよくありません。
非検査例外のエラーハンドリング
Ruby ...",https://qiita.com//omochimetaru/items/c30f7a021fb9b8f0fa92,15,omochimetaru
738,sidekiqの使い方,"[""Rails"", ""sidekiq"", ""Redis"", ""Ruby""]","sidekiqはresqueやdelayed_jobのような非同期実行を実現するgemです。
使い方はgithubのwikiかRAILSCASTSあたりを見れば分かりますが、Railsで使う場合...",https://qiita.com//nysalor/items/94ecd53c2141d1c27d1f,8,nysalor
736,RSpecのshouldはもう古い！新しい記法expectを使おう！,"[""Ruby"", ""RSpec""]","al.xxx?
expect(actual).to have_xxx(:arg) # passes if actual.has_xxx?(:arg)
Ranges (Ruby ...",https://qiita.com//awakia/items/d880250adc8cdbe7a32f,6,awakia
737,Vue.jsとRailsでTODOアプリのチュートリアルみたいなものを作ってみた,"[""Vue.js"", ""Rails5""]","
作るもの
簡単なTODOアプリです。
（どっかのサービスに似ていると言わないでください。。。）
TODOの管理はRailsのAPIで実施します。
前提条件及び環境
Ruby ...",https://qiita.com//naoki85/items/51a8b0f2cbf949d08b11,17,naoki85
735,[Swift] WebプログラマがiOSアプリ開発をする際に参考にしたサイト・学習方法,"[""Swift"", ""iOS"", ""iPhone""]","私はPHP,Ruby,Javaなどを学生時代に書いていましたが、新卒での最初の仕事はSwiftでiOSアプリを開発することでした。もし私がもう一度始めから勉強するならばこうい ...",https://qiita.com//nakailand/items/a95527ab68ccefe94af6,,nakailand
736,あなたのCSS力の助けになってくれる素晴らしいWebサイト12選,"[""CSS"", ""JavaScript"", ""日本語訳""]","トで検索すると数千もの結果が出てくるのですが、その中でも最高のものであると私が信じているもののひとつがDevhintsです。
CSS以外にも、HTML、Python、Ruby ...",https://qiita.com//rana_kualu/items/5528b34d409b599bf599,2,rana_kualu
738,JavaScriptのモジュールシステムの歴史と現状,"[""Node.js""]","
//main.js
var foo = require('./foo')
console.log(foo); // 'foo'
node.jsによって他の言語(主にRuby ...",https://qiita.com//mizchi/items/6b569cc75dbcc26a1f15,2,mizchi
735,日本の技術系カンファレンスまとめ,"[""勉強会"", ""カンファレンス""]","2016
Ruby
RubyKaigi
2006年から続いているRubyのカンファレンスです。Rubyの生みの親であるまつもとさんを始め、 ...",https://qiita.com//akatsuki174/items/3f0abf493e1f8d020307,11,akatsuki174
733,【個人開発】全ての食べ物を0kcalにするカロリー管理アプリ「Zerorie」をリリースしました,"[""Rails"", ""Ruby"", ""GoogleCloudVisionAPI"", ""個人開発"", ""クソアプリ""]","はじめに
こんにちは。
個人開発の醍醐味とは「技術の無駄遣い」だと私は思います。
そんな私も個人開発でクソアプリを作成しましたので、以下に色々記録しておこうと思います。
サービス概要
今回私は、...",https://qiita.com//ryota21/items/2d3015bf40414b232b3e,8,ryota21
731,Python系の情報ソースをまとめた,"[""Python""]","礎編》
1728円
基礎/文法
スクレイピング
機械学習
Webアプリケーション
その他
▼その他学習項目
webサーバーの立ち上げ、PyCharmの使い方
▼特色
Ruby ...",https://qiita.com//ulwlu/items/fdb5e227fa5dcbcc4691,7,ulwlu
727,Ruby on Railsを学ぶときに常に意識しておけばよかった10のこと,"[""Ruby"", ""Rails4""]",プログラミングの土地勘がない状態で、RubyやRailsを勉強しだすとまあ100%挫折しますね。なんでかっていうと、Webやインターネットの知識や、数学やプログラミングの原理 ...,https://qiita.com//TOSHIMITSU_MIYACHI/items/c0cf9cfd1631a2457bf9,5,TOSHIMITSU_MIYACHI
728,リアルタイムウェブな観点からElixir / Phoenix について,"[""Elixir"", ""Phoenix"", ""Erlang""]","ではないやや特異な文法をもつ言語なので、そしてそれが普及を妨げていると思われる。で、その欠点をカバーするのがElixirである、という認識をしている。
ElixirはRuby ...",https://qiita.com//mizchi/items/e38d3f0461fe316021f7,3,mizchi
727,初心者がオリジナルのiOSアプリを開発できるようになるまで,"[""iOS"", ""Swift"", ""Objective-C"", ""初心者"", ""新人プログラマ応援""]",ベーションがあがって効率が良くなるはずです。私はこの順序を推奨します。参考までに初心者がプログラミングを学ぶのに易しくてお勧めの書籍を掲載しておきます。言語はSwiftでなくRuby,https://qiita.com//justin999/items/986fe025331f077e453e,3,justin999
722,GitHub Flow 図解,"[""Github-flow"", ""Git"", ""GitHub""]","へpushしたら、即デプロイをする
図解 ( astah* community 版)
図解 ( Gviz 版)
Ruby | Gviz gem で GitHub Flow の ...",https://qiita.com//tbpgr/items/4ff76ef35c4ff0ec8314,12,tbpgr
723,（独学）実務未経験が約半年間でWeb系自社開発企業のエンジニアになるまで,"[""未経験エンジニア"", ""Webエンジニア"", ""Rails"", ""nuxt.js"", ""AWS""]","VPC/RDS)
Terraform (本番環境インフラをコードで管理)
CircleCI (CI/CD)
Docker/docker-compose
バックエンド
Ruby ...",https://qiita.com//halhal23/items/073913754cd7f7d9352d,8,halhal23
722,リソースの一部更新におけるURL設計,"[""Rails"", ""Ruby""]","概要
Webアプリケーションにて、リソースの一部更新を行う際、どのようにURL設計を行うとシンプルで美しいか（本当はそこまで考えていなかったけど）悩んでいたところ、 @t_wada さんから素敵...",https://qiita.com//necojackarc/items/fd53c96865d0ef7a02d8,,necojackarc
721,至高のDockerイメージ生成を求めて,"[""Docker"", ""GoogleCloudPlatform""]","なければよいのだ。.dockerignoreもそれを助けてくれる
悪いDockerfile
FROM ruby
COPY . /opt/myapp/
良いDockerfile ...",https://qiita.com//yugui/items/517480f4383b893e092e,4,yugui
722,Laravel入門 - 使い方チュートリアル - ,"[""laravel5"", ""Laravel"", ""PHP"", ""入門"", ""チュートリアル""]","AT
UPDATED_AT
1
PHP Book
2000
PHPER
現在時刻
現在時刻
2
Laravel Book
3000
NULL
現在時刻
現在時刻
3
Ruby ...",https://qiita.com//sano1202/items/6021856b70e4f8d3dc3d,6,sano1202
720,20年でソフトウェア開発の景色はどのぐらい変わったのか？,"[""ポエム"", ""アジャイル"", ""XP""]"," C++ 6.0とかEGCSが統合されたGCC 2.95が出てた頃。C++ Builder 3とか、Borland C++ 5とか。
Python: 1.5
Ruby: 1. ...",https://qiita.com//shibukawa/items/4d5c857b352cd196641b,14,shibukawa
720,６５歳からのプログラミング入門。docker(126)転職(16) ,"[""Docker"", ""Python"", ""機械学習"", ""RaspberryPi"", ""言語処理100本ノック""]"," analyzer入門
https://qiita.com/kaizen_nagoya/items/b7928e2b8e80b9b00498
ruby
python
「Pyt ...",https://qiita.com//kaizen_nagoya/items/1561f910c275b22d7c9f,17,kaizen_nagoya
719,似ているようで全然違う!?Activerecordにおけるincludesとjoinsの振る舞いまとめ,"[""ActiveRecord"", ""Rails"", ""Ruby""]","う言われてもよくわからないと思うので、実際に使用例を見てみる。
taggingが中間テーブルとなり、blogとtagの間に多対多の関係が出来ているとする。
この時、
ruby ...",https://qiita.com//south37/items/b2c81932756d2cd84d7d,3,south37
716,RailsアプリをDockerで開発するための手順,"[""Rails"", ""Docker"", ""docker-compose""]","メージの構築までとばしてください)
プロジェクトディレクトリ生成
$ mkdir project_name
$ cd project_name
しかしローカルの環境にRuby ...",https://qiita.com//togana/items/30b22fc39fe6f7a188ec,5,togana
716,Pythonで実用Discord Bot(discordpy解説),"[""Python"", ""Python3"", ""discord"", ""bot"", ""Heroku""]","er Portal - Documentation)
特に以下は日本でよく利用されている印象です。
JavaScript ( discord.js / Eris )
Ruby ...",https://qiita.com//1ntegrale9/items/9d570ef8175cf178468f,15,1ntegrale9
713,12 Factor App - モダンなサービス運営に必要な12のインフラ的要素,"[""Heroku"", ""Ruby"", ""Docker""]","そう。
以下、12factorの内容を簡単にまとめてみたメモ。
簡略化のために、Rubyでの例以外書かなかった。本家ではPythonやPerlなどについての例も出ていたりする ...",https://qiita.com//awakia/items/04135ea89be787be1cfc,,awakia
714,ようこそdotfilesの世界へ,"[""dotfiles"", ""Zsh"", ""Vim"", ""GitHub-Actions"", ""ShellScript""]","、Python,Rubyなどのスクリプト言語を使う方法などいろいろやり方は存在するが、今回は一番簡単なシェルスクリプトを使う方法を紹介しようと思う。
.bin/install ...",https://qiita.com//yutkat/items/c6c7584d9795799ee164,16,yutkat
710,スクリプトインジェクション入門,"[""PHP"", ""セキュリティ""]","せんが、PHP は後方互換性に乏しく、バージョンアップが高コストなため、問題のあるバージョンのまま放置されたシステムになりやすく危険な言語だと思っています。
これは Ruby ...",https://qiita.com//tomochan154/items/a93c56536c78d1faff0f,2,tomochan154
709,Perl、Python、PHP、Rubyについて,"[""Perl"", ""Ruby"", ""PHP"", ""Python""]","を作るには最適な言語になった。
純粋なオブジェクト指向言語が使いたいという願望 - Ruby 登場 -
はじめから純粋なオブジェクト指向言語として設計して作られたのが",https://qiita.com//raccy/items/81f936e324c4dde61d9f,8,raccy
709,わずか300円でIoTボタンを作る方法,"[""IoT"", ""RaspberryPi"", ""bluetooth"", ""Node.js""]","た。。「bluebutton」というソフトウェアだ。長押しと通常押しも見分けられるようだ。Ruby2以上が必要なのでさっそくインストールしよう。
sudo apt-get i ...",https://qiita.com//vimyum/items/8b7548ca8cf45383c5b0,3,vimyum
709,Rubyによるデザインパターンまとめ,"[""Ruby"", ""Rails"", ""デザインパターン"", ""オブジェクト指向""]",ぽいからちゃんと学んでおかないとと思いつつ、いまいちよく分からないままな人って意外と多いんじゃないかと思い、絶版になってることもありまとめてみることに。2章は基本的なRuby ...,https://qiita.com//yuji_ariyasu/items/588fef6062b3c7149509,13,yuji_ariyasu
707,極小WebアプリをURLに埋め込んで超ポータブルなWebアプリを作りたい！,"[""Ruby"", ""JavaScript"", ""Opal"", ""PWA""]","やりたいこと
データを変形・加工するスクリプトをURL上にホストをして、
ポータブルで永続的でブラウザで完結するWebアプリを作れるようにします！
Rubyはデータ加工に最適！
",https://qiita.com//nwtgck/items/f6363a159a5edbfcc3b4,5,nwtgck
708,null安全を誤解している人達へのメッセージ,"[""Swift"", ""Java""]"," number: Int = Int(str) ?? 999
Rubyで x || 999 と書くのに似て簡潔で良いと思います。しかしRubyのそれとは決定 ...",https://qiita.com//omochimetaru/items/ee29d4c6eb0d78f02b15,13,omochimetaru
704,イッヌハブ をつくってみよう,"[""GitHub"", ""ネタ"", ""ポエム"", ""いぬ"", ""gitLib""]"," (Ruby実装)
Gitonomy (PHP実装)
Gogs (Go実装)
いずれもオープンソースなので、少し実装を参考にしてみましょう。
Gitリポジトリーへのアクセス方 ...",https://qiita.com//hiroshitoda/items/6df550386e83bc6f1474,10,hiroshitoda
704,AsciiDoc入門,"[""asciidoc"", ""Markdown""]","
A
B
C
D
パススルー
asciidoc
++++
<ruby>
<rb>亜米利加</rb>
<rp>（</rp& ...",https://qiita.com//xmeta/items/de667a8b8a0f982e123a,1,xmeta
701,JSなんてもう怖くない！JavaScript/ES2015速習ガイド,"[""JavaScript"", ""es2015"", ""es6"", ""React""]","rue, false
オブジェクト型
基本型以外はすべてオブジェクト型です。配列や関数もオブジェクト型です。
オブジェクトはkey-valueのプロパティを持ちます。Ruby ...",https://qiita.com//niba1122/items/c660c1117ae0715b31c0,2,niba1122
700,ES2015 (ES6)についてのまとめ,"[""es2015"", ""es6"", ""JavaScript""]","onsole.log(PI);
// => undefined
クラス構文
ES5までではprototype(あるオブジェクトの元になるオブジェクトという概念。Ruby ...",https://qiita.com//tuno-tky/items/74ca595a9232bcbcd727,2,tuno-tky
699,"gitのdiff, status, logを極限までコンパクト化＋便利化する","[""Git""]"," diff=perl
*.php diff=php
*.py diff=python
*.rb diff=ruby
*.js diff=java
※全てのリポジトリに適用する ...",https://qiita.com//yuya_presto/items/ef199e08021dea777715,4,yuya_presto
699,プログラミング言語を作る。１時間で。,"[""新人プログラマ応援"", ""言語作成"", ""Java"", ""オブジェクト指向"", ""JSON""]","そのうえ高階関数まで実現。
http://qiita.com/alpha_kai_NET/items/aa4c71a09f853fda7011
9/30追記 こちらはRuby ...",https://qiita.com//shuetsu@github/items/ac21e597265d6bb906dc,9,shuetsu@github
