LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
928,TensorFlowのチュートリアルを通して、人工知能の原理について学習する,"[""TensorFlow"", ""ニューラルネットワーク"", ""人工知能"", ""深層学習"", ""プログラミング初心者""]","++, Python
TensorFlowの主な特徴や利点を以下に示す。
・スケーラビリティ
PC、サーバ、モバイル端末まで、各マシンのリソースに応じてスケールする。つまり、 ...",https://qiita.com//jintaka1989/items/3b70b5c5541620536fa2,10,jintaka1989
927,cronの代替になりそうなジョブ管理ツールのまとめ,"[""Jenkins"", ""cron""]","view.html
Webコンソールもあるみたい
Luigi
https://github.com/spotify/luigi
Built at Spotify
Python ...",https://qiita.com//shrkw/items/5c3d53358b0016a09504,10,shrkw
926,仕事の役には立たない、Linuxにおけるジョークプログラムの話,"[""Linux""]","okemonsayを作ったものがGitHubにあるらしい。
あまりcowsayの拡張の話をしても記事の本題からそれるのでponysayのみ紹介。
pomysayはPython ...",https://qiita.com//Hiroki_lzh/items/8cf206d54f91e29b3912,14,Hiroki_lzh
927,pyenv と pyenv-virtualenv で環境構築,"[""Python"", ""pyenv"", ""pyenv-virtualenv""]","トで作業する時に必要になったのでメモる
参考にしたサイトの方がわかりやすい可能性あり
環境は、mac OSX: Yosemite です。
pyenv
pyenvはpython ...",https://qiita.com//Kodaira_/items/feadfef9add468e3a85b,4,Kodaira_
924,データサイエンティストに興味があるならまずこの辺りを見ておきな、って文献・動画のまとめ（随時追加）,"[""データサイエンティスト"", ""データ分析"", ""統計学"", ""Python"", ""機械学習""]","。
　
ただ、モデルやプログラミングだけでなく、業界の流れなどにも触れているので、そういった記事は初学者の方でも取っ付き易いと思います。
2.プログラミング編 (Python ...",https://qiita.com//hik0107/items/ef5e044d2f47940ba712,,hik0107
921,Selenium webdriverよく使う操作メソッドまとめ,"[""selenium-webdriver"", ""Java"", ""C#"", ""Python"", ""Ruby""]"," = ""URL"";
Python
driver.get(""URL"")
Ruby
driver.get(""URL"") 
ページ遷移したいとき
Java
driver.navig ...",https://qiita.com//mochio/items/dc9935ee607895420186,10,mochio
915,機械学習クソ素人の俺がプロダクトをリリースするまでの2ヶ月で覚えたこと,"[""Python"", ""scikit-learn"", ""MachineLearning"", ""Cython"", ""機械学習""]","められました。scikit-learnで概ねうまくいったので、ちょっとさわってすぐにやめました。同じくApacheのプロジェクトです。
Cython
爆速ですが、Python ...",https://qiita.com//puriketu99/items/c519a95c0b16ea63c1ac,,puriketu99
917,AIが見つけた、埋もれたQiita良記事100選,"[""Python"", ""自然言語処理"", ""データ分析"", ""word2vec"", ""doc2vec""]","って分類されるか？
試行錯誤③ 最終的には上記組み合わせ（オリジナルロジック）
結果に至るまでの最終考察と手法。
コードの実行環境は全て、Windows10 + Python ...",https://qiita.com//youwht/items/900fb5f4e80b11e593a6,7,youwht
915,Pythonのイテレータとジェネレータ,"[""Python""]","Pythonのイテレータ(iterator)とジェネレータ(generator)についてまとめてみます。
(追記2018.12.25: Python3の文法 ...",https://qiita.com//tomotaka_ito/items/35f3eb108f587022fa09,7,tomotaka_ito
914,これがなくては生きていけないVS Codeエクステンション10選,"[""日本語訳"", ""VSCode""]","rainbow
ext install oderwat.indent-rainbow
コードのインデントを深さごとに着色してくれます。
これは深いインデントのあるPython ...",https://qiita.com//rana_kualu/items/9f6919311f1407a71c5f,4,rana_kualu
907,ウワサのBlawnを触ってみた,"[""Blawn""]","name)
str = ""Hello ""
str.append(name)
print(str)
return
hello(""blawn"")
これを見てすぐさま「Python ...",https://qiita.com//blackenedgold/items/83526b329fe96ee781f5,7,blackenedgold
898,最強のPython統合開発環境PyCharm,"[""Python"", ""Pycharm""]","最強のPython統合開発環境PyCharm
新しい言語を習得するにあたって良きIDEというのは最良の師匠となるのでケチらず積極的に使うべきと思っています。
というわけで、",https://qiita.com//yamionp/items/f88d50da8d6b548fc44c,,yamionp
898,「例外」がないからGo言語はイケてないとかって言ってるヤツが本当にイケてない件,"[""disり芸"", ""ネタ"", ""Go"", ""例外""]","([]);
if ( defined $e ) {
die $e;
}
print ""OK: $r\n"";
　機械学習の流行で今をときめくPythonだって5↓
",https://qiita.com//Maki-Daisuke/items/80cbc26ca43cca3de4e4,40,Maki-Daisuke
896,自称IT企業があまりにITを使わずに嫌になって野に下った俺が紹介するWindowsの自動化の方法,"[""自動化"", ""Windows"", ""RPA"", ""PowerShell"", ""WSH""]","mima_ita/items/8f653042ac9140e5023f
問題がでるとしたら、Java8SDKの64bitが必要であり環境を選ぶことと、使用しているPython ...",https://qiita.com//mima_ita/items/453bb6c313e459c44689,10,mima_ita
894,Pythonによるデザインパターン5原則,"[""Python"", ""Python3"", ""デザインパターン""]","参考
@kidach1 さんの投稿をPythonに書き換えてるだけです。
@kidach1 さん、いつもありがとうございます。
https://qiita.com/kidac ...",https://qiita.com//tsuji-daisuke/items/4b903023001f157554a4,5,tsuji-daisuke
892,"データの集計は、ExcelよりPython使ったほうが100倍早い（pandas-profiling, pixiedust）","[""Python"", ""pandas"", ""pandas-profiling"", ""データ分析"", ""データ可視化""]",Pythonのpandas-profilingと、pixiedustの2つのライブラリを使うと、データの集計・グラフの作成が、感動的なほど早く終わることを実感したので共有しま ...,https://qiita.com//pocket_kyoto/items/8d1fbcbca5d5dfd1dbd5,2,pocket_kyoto
892,転職ドラフトで1000万円超えのオファーを2度貰ったエンジニアが「評価された理由」と「正社員で働く意味」について考えてみました。,"[""キャリア"", ""転職""]","OL,Delphi,SQL,VC++,Perl,JavaScript,VBScript,VBA,C#,VB.NET,PHP,ActionScript,Ruby,Java,Python",https://qiita.com//poly_soft/items/a6db13a6e18efc1e7db8,5,poly_soft
892,2020 年の Python パッケージ管理ベストプラクティス,"[""Python"", ""Pipenv"", ""Poetry"", ""Pyflow""]","この記事は Python Advent Calendar 2019 の 19 日目の記事です。
 あらすじ
Python のパッケージ管理。特にここ数年で新 ...",https://qiita.com//sk217/items/43c994640f4843a18dbe,10,sk217
890,「Vue.js + Go言語 + PAY.JP 」でクレジットカード決済できるWEBアプリケーション実装ハンズオン,"[""Vue.js"", ""Go"", ""JavaScript""]","
そして gRPC はHTTP/2を標準でサポートしたRPCフレームワークです。ProtocolBufferをgRPC用に書いた上で、サポートしている言語(Go Python ...",https://qiita.com//po3rin/items/9638eab0a6a70faca86e,5,po3rin
889,Python の __init__.py とは何なのか,"[""Python"", ""__init__.py""]","Python を使い始めると、ディレクトリの階層で分けてファイルを管理したくなります。
そこで出てくるのが __init__.py ファイル。
これは一体何者なのか。
色々と ...",https://qiita.com//msi/items/d91ea3900373ff8b09d7,7,msi
889,フレームワークに見る Web セキュリティ対策,"[""Security""]"," という Python フレームワークは、かつてこの種のバグがあった。
link
http://takagi-hiromitsu.jp/diary/20050427.html ...",https://qiita.com//Jxck_/items/ec8e928f69d099b25764,1,Jxck_
883,ログ集計／時系列DB／可視化ツールの調査結果,"[""Fluentd"", ""Kibana"", ""influxdb"", ""graphite"", ""Elasticsearch""]","近人気急上昇らしく事例も増えてきている様子。
安定感ありそう。1
Fluentdプラグイン
Graphite
リアルタイムにグラフを生成するためのバックエンド。
python ...",https://qiita.com//toritori0318/items/1861baa79afb96d6f5ad,3,toritori0318
881,Python命名規則一覧,"[""コーディング規約"", ""命名規則"", ""Python""]","対象
ルール
例
パッケージ
全小文字 なるべく短くアンダースコア非推奨
tqdm, requests ...
モジュール
全小文字 なるべく短くアンダースコア可
sys, os,...
クラス...",https://qiita.com//naomi7325/items/4eb1d2a40277361e898b,2,naomi7325
877,至高のDockerイメージ生成を求めて -2019年版-,"[""Docker"", ""dockerfile""]","ールをどうやってインストールするのか書かれていない。
汎用的なCI環境上で設定する際に大変である　-- C++コンパイラとJavacとscalaとgoとrubyとpython ...",https://qiita.com//inductor/items/25d5accb80ea606d5c51,7,inductor
874,低レイヤーを学ぶための技術書をまとめてみる,"[""低レイヤ"", ""OS"", ""Linux"", ""UNIX""]","解説している。Unicodeとは何か？UTF-8,UTF-16の違いは何か？といった知識を体系的に把握しておくほど、問題に当たった時にスムーズに解決できる。例えばPython ...",https://qiita.com//hareku/items/3383be7aee616e04b80f,3,hareku
874,Awesome Go : 素晴らしい Go のフレームワーク・ライブラリ・ソフトウェアの数々,"[""Go"", ""test""]","st in Qiita
Awesome Ruby
Awesome Java
Awesome JavaScript
Awesome Node.js
Awesome Python ...",https://qiita.com//hatai/items/f31914f37dc6c53b2bce,3,hatai
873,【決定版】MacでPythonを使って『機械学習』を学ぶための環境構築,"[""Python"", ""機械学習"", ""ディープラーニング"", ""環境構築"", ""人工知能""]","知能を勉強したいけれども、プログラミングを学ぶ前の環境構築で躓いてしまう』との声を多くいただき、絶対に環境構築で失敗しないための記事を執筆することになりました。
Python ...",https://qiita.com//yoshizaki_91/items/4663148a2b3ca078ddbc,9,yoshizaki_91
870,プログラマが持つべき心構え (The Zen of Python),"[""Python""]","はじめに
この記事はstackoverflowのThe Zen of Pythonに関する質問と解答(CC BY-SA3.0 ライセンス)を訳したものです。
The Zen of ",https://qiita.com//IshitaTakeshi/items/e4145921c8dbf7ba57ef,23,IshitaTakeshi
871,Dockerfileを書くためのベストプラクティス【参考訳】v18.09,"[""Docker"", ""dockerfile""]"," ubuntu:18.04
COPY . /app
RUN make /app
CMD python /app/app.py
それぞれの命令ごとに、１つのレイヤを作成します： ...",https://qiita.com//zembutsu/items/a96b68277d699f79418d,8,zembutsu
864,PythonのTkinterを使ってみる,"[""python2.7"", ""Python"", ""Tkinter"", ""初心者入門""]","PythonのTkinterを使うことが多くなってきましたが，（私好みの）ほしい情報がまとまっているサイトがあまりなかったので，まとめていこうと思います．
なお、Tkinte ...",https://qiita.com//nnahito/items/ad1428a30738b3d93762,6,nnahito
863,Twitterの名前を5分毎に東京の天気⛅☂☃と連動させるサーバレスプログラムを書いたら色々知らないことが出てきた話,"[""C#"", ""AWS"", ""OpenWeatherMap""]","AccessToken・AccessTokenSecretとか取得すればいいみたいです。これは検索すれば無限に出てくるので割愛。
続いてプログラム言語選択です。
python ...",https://qiita.com//issei_y/items/ab641746be2704db98be,1,issei_y
861,ゆるふわPandasチートシート,"[""pandas""]"," pandas
CheatSheet: Data Exploration using Pandas in Python
Pandas DataFrame Notes
PyDa ...",https://qiita.com//tanemaki/items/2ed05e258ef4c9e6caac,1,tanemaki
859,Python Pandasでのデータ操作の初歩まとめ − 前半：データ作成＆操作編,"[""Python"", ""pandas"", ""DataMining""]","はじめに
Pythonでデータ分析を扱う上で必須となる、Pandasでのデータ操作方法の
初歩についてまとめました。
ついつい忘れてしまう重要文法から、ちょっとしたTipsな ...",https://qiita.com//hik0107/items/d991cc44c2d1778bb82e,,hik0107
854,scikit-learn から学ぶ機械学習の手法の概要,"[""scikit-learn"", ""Python"", ""MachineLearning""]","rn という事実上デファクトとも言えるライブラリが存在するのですから、これを使うところから入門していくのが良いかと思います。
以前にもこの話は書きましたけれども Python ...",https://qiita.com//ynakayama/items/9c5867b6947aa41e9229,,ynakayama
850,グラフ理論の基礎,"[""Python""]","ter/toydata/location.txt'
# URL によるリソースへのアクセスを提供するライブラリをインポートする。
import urllib # Python ...",https://qiita.com//maskot1977/items/e1819b7a1053eb9f7d61,6,maskot1977
846,Flaskの簡単な使い方,"[""Python"", ""Flask""]","Pythonの軽量フレームワーク。Flaskの最低限の使い方。
とりあえず自分が使う範囲を調べてメモ。
後はQuickStartをやれば一通りわかる。
Djangoな人はこち ...",https://qiita.com//zaburo/items/5091041a5afb2a7dffc8,3,zaburo
844,【入門】インフラやるなら知っておきたいトピックのリンク集,"[""インフラ"", ""入門""]","〈13選〉 - エンジニアHub｜若手Webエンジニアのキャリアを考える！
TheAlgorithms/Python: All Algorithms implemented in ",https://qiita.com//tomoyk/items/ece0beed9c174c66ee6a,1,tomoyk
840,初心者を戒めるPHP,"[""PHP""]",の概念についてはWhat is Gradual Typing: 漸進的型付けとは何か - Qiitaを参照されたい。この記事はPHPと同様に「動的型」と俗称されるPython ...,https://qiita.com//tadsan/items/fb496e450fc27c8c4494,6,tadsan
842, 【インフラ初心者超必見】インフラ情報まとめ,"[""インフラ""]","のデプロイ作業をコマンド数行でさくっと片付けられるようになる
公式
AWS Elastic Beanstalk
Java、.NET、PHP、Node.js、Python、Ru ...",https://qiita.com//enzen/items/aa98ff1dc502d0ff09ad,,enzen
837,ウィルス感染でWebサービスが20日間ダウン。本当にごめんなさい,"[""Python"", ""Flask"", ""Linux"", ""CSS"", ""ウィルス""]",". マシンイメージのバックアップを取った
サーバ再構築に時間が掛かってサービスの復旧が遅れたので、各サーバのマシンイメージ（スナップショット）を取得しました。特にPython ...",https://qiita.com//haminiku/items/646124c1ee5d0dd73064,11,haminiku
837,ゴー☆ジャス（宇宙海賊）をつくる,"[""Python""]",私の大好きな宇宙海賊ゴー☆ジャスが，先日嬉しいことに私の大学の学園祭にて公演をしてくださいました。その記念に， ゴー☆ジャスを作ってみました。Pythonでゴー☆ジャスクラス ...,https://qiita.com//atsukoba23/items/30defcdb69163612fc27,11,atsukoba23
834,とりあえずド素人が読むべきブロックチェーン入門論文・書籍・サイト,"[""Blockchain"", ""Bitcoin"", ""ビットコイン"", ""ブロックチェーン""]","のドキュメントです。
Vyper
スマートコントラクトを開発するためのPythonライクな言語、Vyperのリポジトリです。
Casper
Ethereumが移行予定のPoS ...",https://qiita.com//onokatio/items/7db58947b05c17d1f44e,2,onokatio
834,深層学習を勉強してリアルタイム映像表現に使ってみた話,"[""Unity"", ""深層学習"", ""機械学習""]","籍にある知識を使って解き明かしていく、という道筋を辿っていきます。
書籍は何冊か読んでみましたが、個人的な目標と合致していて最も参考になったのが次の書籍でした。
Python ...",https://qiita.com//keijiro/items/8874c5730feaf80b7943,3,keijiro
833,プログラマたる者、人に頼る前にこれぐらいはやっておきたい,"[""コミュニケーション"", ""学習"", ""新人プログラマ応援"", ""ポエム""]","かと思います。
ex.) python2.7のドキュメントをご所望なら「python2.7 document」とググれば先頭にすごく信頼できそうなURLを持 ...",https://qiita.com//DeployCat/items/f9de1c08c47c50620905,8,DeployCat
833,RasPiとディープラーニングで我が家のトイレ問題を解決する,"[""TensorFlow"", ""Keras"", ""RaspberryPi"", ""MachineLearning"", ""DeepLearning""]","接続した。
GrovePiはRasPi用の周辺デバイスキットで、LEDや光センサー、ブザー、LCDディスプレイ等をハンダ付けなしで簡単にRasPiにつなげられる。Python ...",https://qiita.com//kazunori279/items/bb58f0b3095f3c65b2a1,,kazunori279
834,ストアドプロシージャの基本的ななにか,"[""MySQL""]","できるもの。
DB上で動作を完結させちゃうから, 開発言語に依存しないよ！
Ruby とか PHP だとか Perl でも Python だろうと
CALL できれば結果は同 ...",https://qiita.com//setsuna82001/items/e742338eb93e3a48ba46,,setsuna82001
830,我偽中国語翻訳機作成了,"[""ネタ"", ""NLP"", ""自然言語処理"", ""Python"", ""COTOHA""]","あふれる記法です。
そこで、日本語の文字列を与えることで偽中国語に変換してくれる翻訳機を作りました。
サンプル
$ python fake-chinese.py 私は昨日、日 ...",https://qiita.com//shoichiro-k/items/5d28be844f664100387b,48,shoichiro-k
832,機械学習のためのOpenCV入門,"[""機械学習"", ""OpenCV"", ""Python""]","is)は、元の画像の値がそのまま使用されるという意味です。閾値処理について詳細を知りたい方は、下記の資料が参考になります。
OpenCV Threshold ( Python ...",https://qiita.com//icoxfog417/items/53e61496ad980c41a08e,2,icoxfog417
826,海外で通用するエンジニアがクスッとしてしまう17の meme,"[""MEME""]","++ to Python
「C脳」と「Python脳」のスイッチングはサクッとはいきません。どっちも書く人はこの画像を面白く感じるかも。
Base64
チー ...",https://qiita.com//cirusthenter/items/4bae72a5bd17a53883f3,12,cirusthenter
825,忙しい研究者のためのテストコードとドキュメントの書き方,"[""研究"", ""テスト"", ""test"", ""ドキュメント"", ""document""]","。
Pythonを例に紹介しますが、コメント内にテストを書けるツールと、コメントからドキュメントを生成できるツールをもつ言語ならばどれにでも応用できるはずです。
この開発スタ ...",https://qiita.com//hmkz/items/0689cd85fb3e1adcda1a,2,hmkz
824,ArgumentParserの使い方を簡単にまとめた,"[""Python"", ""argparse"", ""Python3""]","はじめに
Pythonの実行時にコマンドライン引数を取りたいときは，ArgumentParser (argparse)を使うと便利です。
様々な形式で引数を指定することができ ...",https://qiita.com//kzkadc/items/e4fc7bc9c003de1eb6d0,5,kzkadc
822,そろそろプログラマーもFPGAを触ってみよう！,"[""FPGA""]","動く。ライセンスいくらだろう？
みよしさんのSynthesijer：Java/Scala。オープンソース
高前田先生のPyCoRAM: 面倒なメモリアクセス部分をPython ...",https://qiita.com//kazunori279/items/a9e97a4463cab7dda8b9,7,kazunori279
819,厳選！C++ アルゴリズム実装に使える 25 の STL 機能【前編】,"[""C++"", ""アルゴリズム"", ""競技プログラミング"", ""新人プログラマ応援"", ""まとめ""]","、競技プログラマーの約半数が C++ を利用しています。1
プログラミング言語
提出ソースコード数
割合（％）
C++ / C++14
22,230
51.7%
Python ...",https://qiita.com//e869120/items/518297c6816adb67f9a5,25,e869120
818,DQNの生い立ち　＋　Deep Q-NetworkをChainerで書いた,"[""強化学習"", ""機械学習"", ""DeepLearning"", ""Chainer"", ""Python""]"," Batchを適用することで、オンライン「ほとんどバッチ」強化学習による安定化が図られています。
　私の知っている、DQNの生い立ちはこんなところです。
DQNをPython ...",https://qiita.com//Ugo-Nama/items/08c6a5f6a571335972d5,17,Ugo-Nama
816,Twitter API 登録 (アカウント申請方法) から承認されるまでの手順まとめ　※2019年8月時点の情報 ,"[""TwitterAPI"", ""Python"", ""tweepy"", ""Twitter""]","本投稿の背景
※申請画面が初投稿時(2018年9月)と変わってましたので、内容を更新しました ※2019年8月時点の情報となります
Python Twitterからツイートを ...",https://qiita.com//kngsym2018/items/2524d21455aac111cdee,5,kngsym2018
817,0.0.0.0にはアクセスしないこと,"[""Linux"", ""0.0.0.0"", ""Chrome"", ""ipv4""]"," x86_64 x86_64 x86_64 GNU/Linux
簡単な例
Webの文脈ではWebサーバのQuick Startによく登場する気がします。
例えば、python ...",https://qiita.com//amuyikam/items/0063df223aed40193ba9,6,amuyikam
816,深夜だから個人的なプログラミング学習方法を書くよ！,"[""プログラミング"", ""言語習得"", ""プログラミング初心者"", ""PHP"", ""HTML""]","HAのルーターとパナのL3は優秀。Cisco高いし難しいよ。
転職を機にプロジェクト管理、PMBOK、受託開発、Javascript、Action Script、python ...",https://qiita.com//tao_s/items/b6fb2303e36f5909cc62,27,tao_s
818,"数値計算の研究をしている学生が""数値計算に潜むとんでもないリスク""について話してみる","[""Python3"", ""応用数学"", ""数値計算"", ""精度保証付き数値計算"", ""matlab""]","．
この記事を読み終える頃には計算機を信頼できなくなっているかも知れません(笑)
※不安を煽ることが目的の記事ではないです．
0. 注意
本記事では説明をする際にPython ...",https://qiita.com//2754github/items/26a18fe01c8ad221f0ba,19,2754github
815,YAPC Asia 2015「Google Cloud Platformの謎テクノロジーを掘り下げる」のまとめ,"[""GoogleCloudPlatform"", ""yapcasia""]",り、スケーラビリティ＆セキュリティ最強といったメリットはあるものの、現時点はWebSocketやNode.js等に対応してません。リアルタイム系が弱い。Java/Python ...,https://qiita.com//kazunori279/items/3ce0ba40e83c8cc6e580,,kazunori279
811,Pythonにおける非同期処理: asyncio逆引きリファレンス,"[""Python""]",Pythonのasyncio、またasync/awaitについてはあまり実践的な例が出回っていなかったため、収集した情報をもとに用例ベースの逆引きリファレンスを作ってみました ...,https://qiita.com//icoxfog417/items/07cbf5110ca82629aca0,9,icoxfog417
801,RxJavaに3日で入門し、Androidアプリのリスト操作、非同期処理、変更通知の課題を解決した話,"[""RxJava"", ""Android"", ""Rx"", ""ReactiveExtensions""]","ream-APIをおすすめします。メソッド数は350程度です。
Java 8からlambdaとstream APIを使ってmapやfilterのような、Ruby、Python ...",https://qiita.com//yuya_presto/items/152fa80d073d865cfc90,3,yuya_presto
795,Anaconda で Python 環境をインストールする,"[""Python"", ""Anaconda""]","Python やそのパッケージをインストールする方法はいくつかありますが、ここでは Anaconda を使ってインストールする方法を紹介します。
私の周りでは Anacond ...",https://qiita.com//t2y/items/2a3eb58103e85d8064b6,8,t2y
795,今シンガポールにいますLineBotを作成し、記憶に残る仕事をしたい物語,"[""linebot"", ""LINEmessagingAPI"", ""Python"", ""自然言語処理"", ""GAE""]","（Lineの中の人の開発ブログの記事です。）
イメージマップメッセージを使って終電に乗り遅れないボットを作りました
ベースとなる構成はこの記事と同様に作ります。
Python ...",https://qiita.com//youwht/items/014aa6e69657c5070593,7,youwht
794,Kaggle事始め,"[""Kaggle"", ""機械学習""]","には、Dataset fileそのものと、fileの中の変数の説明やどんな解析をすれば良いかが書かれて居ます。
このCompetitionの場合、幾つかのcsvとpython ...",https://qiita.com//taka4sato/items/802c494fdebeaa7f43b7,3,taka4sato
793,仮想通貨自動取引入門,"[""Python"", ""ビットコイン"", ""仮想通貨"", ""暗号通貨"", ""金融""]","ます. 
具体的には, PythonでbitFlyerのAPIを叩いてチャートを描画し, 決められたアルゴリズムに従って自動でビットコインの売買をする, という一連の流れを紹 ...",https://qiita.com//shionhonda/items/bd2a7aaf143eff4972c4,3,shionhonda
792,1年半のソフトウェアエンジニア長期インターンで出会ったオススメ本をたくさん紹介します,"[""本"", ""書籍紹介"", ""インターン""]","ます。
ちなみにインターン開始時は
プログラミング、Pythonだけならちょびっと書けます！(ABCのB問題とか機械学習ライブラリの写経)
HTMLってどんな風になってるんで ...",https://qiita.com//TodayInsane/items/5a04b5b1cf846a6d11d8,3,TodayInsane
790,機械学習の情報を手法を中心にざっくり整理,"[""機械学習"", ""MachineLearning"", ""DeepLearning"", ""アルゴリズム""]","乗法や最尤推定法で求めることでモデルとなる式を決定する
Pythonライブラリ：scikit-learn（sklearn.linear_model.LinearRegress ...",https://qiita.com//ishizakiiii/items/f6909696c616fd6294ca,,ishizakiiii
790,11種類のオペレーティング・システムについてまとめてみた,"[""OS"", ""MacOSX"", ""Linux"", ""Windows"", ""Go""]","ライブラリの printf やPythonの print なんかも最終的にはカーネルに対してシステムコールを発行し標準出力への書き出しを命令しているんです。
ちょっと違った景 ...",https://qiita.com//zawawahoge/items/2ec3b638422c7c8cac8f,19,zawawahoge
788,SublimeTextの教科書で紹介されてるプラグインまとめ,"[""SublimeText""]","e-bundle
JsMinifier
jsファイルのミニファイ。
※とてもまぎらわしい似たような名前のがあります。
cgutierrez/JsMinifier
Python ...",https://qiita.com//maccotsan/items/f320036e19f8d3b798c1,,maccotsan
785,Jupyter Notebookをより便利に使うために、色々まとめ,"[""Python"", ""Jupyter""]","考
Qiita: Jupyter Notebookでプレゼンをするとっても便利な方法
.pyファイル変換
「test.ipynb」（ノート）を「test.py」（Python ...",https://qiita.com//ishizakiiii/items/b98bbf8997f039f40058,3,ishizakiiii
786,『エンジニアよ、大志を抱け』～まずスキルを磨き、ビジネスを覚え、そしてユーザー企業で活躍しよう,"[""初心者"", ""エンジニア"", ""転職"", ""キャリア"", ""デジタルトランスフォーメーション""]",して、周りよりも深い知識を身に着けよう。加えて、Python、JavaScript、PHPなどQiitaでも盛り上がっている人気のある言語や、C/C++/C#、Java、SQ ...,https://qiita.com//spaces/items/482a91d85d6f9731bfcf,13,spaces
787,JavaScriptからletを絶滅させ、constのみにするためのレシピ集,"[""JavaScript"", ""ECMAScript""]","0; i++) {
console.log(i)
}
after
_.range(10).forEach(i => {
console.log(i)
})
Python ...",https://qiita.com//kiyoshiro/items/13c60fad1f5279993fa2,54,kiyoshiro
782,pyenvが必要かどうかフローチャート,"[""pyenv"", ""Python"", ""ポエム""]",及させた第一人者ですし、2008年に出版されたExpert Python Programmingですでにベストプラクティスとして書かれています。Python ...,https://qiita.com//shibukawa/items/0daab479a2fd2cb8a0e7,11,shibukawa
781,軽い気持ちでLinkedListを使ったら休出する羽目になった話,"[""Java"", ""パフォーマンス""]","ォーマンスに雲泥の差が出るのだった。
大変勉強になりました。
はじめ拡張for文を使っていなかった理由は、処理の中でiの値も使いたかったというもの。
JavaにもPython ...",https://qiita.com//neko_machi/items/d620c4a8958e74df3550,16,neko_machi
771,【秒速で無料GPUを使う】TensorFow(Keras)/PyTorch/Chainer環境構築 on Colaboratory,"[""colaboratory"", ""DeepLearning"", ""TensorFlow"", ""PyTorch"", ""Chainer""]","としては:
それなりのサイズのdatasetをdisk上に持ってこれる
RAMはそんなにないので、Pythonのarrayでメモリ上に持っておく量は加減が必要
epochで使 ...",https://qiita.com//tomo_makes/items/f70fe48c428d3a61e131,11,tomo_makes
772,一から始める機械学習（機械学習概要）,"[""DeepLearning"", ""機械学習"", ""強化学習"", ""人工知能"", ""深層学習""]","er チュートリアル
https://tutorials.chainer.org/ja/tutorial.html
機械学習に使われる様々な基礎（数学、確率統計、Python ...",https://qiita.com//taki_tflare/items/42a40119d3d8e622edd2,1,taki_tflare
771,開設後３週間で収益１０万円を得た個人開発サイトに立ち向かった話の全部を公開する,"[""Python"", ""JavaScript"", ""React"", ""個人開発"", ""gcp""]","」も含む）をターゲットユーザーにしています。
ただし、ターゲットユーザーが違うといえどニーズの競合は起きます。IT初心者であれエンジニアであれ、技術書を探す際は「python ...",https://qiita.com//nuko-suke/items/652366597ce2ce0a91f9,8,nuko-suke
771,研究室を IoT 化したら守衛さんを監禁してしまった話,"[""RaspberryPi"", ""IoT"", ""おうちハック"", ""Docker"", ""Python""]","
電子錠本体は、RaspberryPi3 Model B+ にサーボモータ、リードスイッチ、カードリーダーを接続したものです。サーボモータを制御するプログラムは Python ...",https://qiita.com//ponkio-o/items/b623cb17a2352767ace1,,ponkio-o
767,大規模Webアプリケーションにおける複雑性とアーキテクチャ設計に関する一考察,"[""オブジェクト指向"", ""設計"", ""DDD"", ""アーキテクチャ""]","です。
いわゆるサーバサイドにスコープを絞り、フロントエンドは対象外です。筆者は普段、オブジェクト指向言語で書いているので、本記事でもその前提（Ruby、PHP、Python ...",https://qiita.com//tmknom/items/be5c4b350f561991f2f5,,tmknom
765,手書きひらがなの認識で99.78%の精度をディープラーニングで,"[""機械学習"", ""Python"", ""Keras"", ""画像認識"", ""DeepLearning""]",'Reilly Japan の書籍「ゼロから作るDeep Learning - Pythonで学ぶディープラーニングの理論と実装」も入門書として良い感じでした（立ち読みしかし ...,https://qiita.com//yukoba/items/7a687e44395783eb32b1,,yukoba
764, C# で Single Page Web Application が書ける Blazor が凄かった件,"[""C#"", ""ASP.NET_Core"", ""Blazor""]","い浮かぶのは、自分がこんなに興奮しているのは、もともと自分が、サーバー側実装に C# + ASP.NET を採用していた背景があるかな、という点です。
Ruby、Python ...",https://qiita.com//jsakamoto/items/20d4893f6c8cdb0356f6,8,jsakamoto
761,あなたの時間を無限に奪うQiita記事集できました（特に初心者にオススメ！）,"[""Qiita"", ""Python"", ""Flask"", ""データ分析"", ""新人プログラマ応援""]","に対して集計処理を繰り返すのがベターです。
（GCPの無料インスタンスなので非力です）
また、「ユーザごとに集計」する場合、どんなユーザが居るか分からないため、
python ...",https://qiita.com//youwht/items/3ba161572b2fc233e100,9,youwht
761,若手エンジニアを不幸にしないための開発の「べからず」集,"[""C++"", ""リファクタリング"", ""STL"", ""プログラム設計"", ""単体テスト""]","は、これらのファイルを簡単に読み書きできる。保存すべき項目が増えたときの影響を少なく出来る。
言語によっては、データの読み書きに便利な形式があることを活用しない。Python ...",https://qiita.com//nonbiri15/items/80e75fbdc358d9144215,4,nonbiri15
758,これからもずっと勉強を続けていけるだろうか？,"[""統計学"", ""脳科学"", ""Python"", ""シミュレーション""]","　アカデミアでもエンジニア界隈でも、日々新しいものが出てくるため毎日の勉強が欠かせません。
　勉強すれば実力がつきます。
　アカデミアの若手で実力があればよりよいポストが見つかりやすいですし、学...",https://qiita.com//katsu1110/items/d3ca6939114132a85769,13,katsu1110
