LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
76,【シェル芸人への道】grepを訪ねて,"[""シェル芸"", ""シェル"", ""grep""]",", lzfgrep
使ったことがない。
xz
xz
xz圧縮ファイルに対するgrep
xzgrep, xzegrep, xzfgrep
使ったことがない。
ptar
perl ...",https://qiita.com//t_nakayama0714/items/01a74172223eba2e04be,,t_nakayama0714
75,酒が飲めるワンライン,"[""Perl"", ""Ruby"", ""Bash"", ""PHP""]","perl (5.18.2 で確認)
perl -E 'say""$_月は横浜で酒が飲めるぞ""for(1..12)'
ruby
ruby -e '12.time ...",https://qiita.com//Kaz-su/items/18913dc02ae6851ae67b,22,Kaz-su
77,awk で気軽に集計,"[""awk"", ""シェルスクリプト""]","| uniq -c | awk '{a+=$1; print $2, $1} END {print ""計”, a}'
a 7
b 3
c 1
計 11
個人的には、 Perl ...",https://qiita.com//kitsuyui/items/3647bd5b8a5b3e858d3c,,kitsuyui
75,PostgreSQLのインストールからRailsでのDB変更まで,"[""PostgreSQL"", ""Rails"", ""環境構築""]","$ brew install postgresql --HEAD # HEADバージョン
...
configure: error: header file <perl ...",https://qiita.com//krtsato/items/4565051608a63f11b316,1,krtsato
74,超絶簡単！LINE bot開発,"[""linebot"", ""MessagingAPI"", ""Line""]","）
Node.js <- 今回用いるのはこれ
Java
PHP
Python
Go
Perl
Ruby
LINE botの開発（LINEから受け取るメッセージ）
テキス ...",https://qiita.com//ufoo68/items/f0ba45347b226c8afcd8,,ufoo68
74,今年1年間でAnsible界隈ではどのような変化が起こったのか。,"[""Ansible""]","C2
Azure対応
rax(Rackspace Public Cloud)関連
VMware vSphere対応
ライブラリ管理ソフトウェア
cpanm (for Perl ...",https://qiita.com//volanja/items/2ffa1599fc9a1fae39a1,2,volanja
74,golang で正規表現クロスワードを解く,"[""Go"", ""builderscon"", ""正規表現"", ""クロスワードパズル""]",話ですが、この正規表現パターンを解釈できる正規表現エンジンは限られます。Perl や Ruby、ちなみに Vim も扱えます(Vim 関係ないだろ)。そしてこのパターン内後方 ...,https://qiita.com//mattn/items/f5e1dda1f210803547e6,,mattn
74,【Docker超入門】DockerでつくるLaTeX環境,"[""Docker"", ""入門"", ""入門編"", ""LaTeX"", ""TeX""]","R /root/work
# パッケージリストの更新
RUN apk update
# TeXLiveのインストールに必要なパッケージを取得
RUN apk add perl ...",https://qiita.com//nontangent/items/579daf033a4644f2285a,4,nontangent
74,builderscon tokyo 2019 - Elixir: Under the Hood,"[""Erlang"", ""Elixir"", ""builderscon""]","としては Perl や Objective-C, Eiffel といった言語があります。 ↩
Erlang/OTP と ejabberd を活用した Nintendo Swi ...",https://qiita.com//ishikawa@github/items/3d054f3d29920107687f,,ishikawa@github
73,[JAWS-UG CLI] Amazon Linux上でAWS CLI環境を整備する,"[""aws-cli"", ""AWS""]","しておく必要があります。
ここではnodebrewを使います。
3.1. nodebrewインストール
コマンド
curl -L git.io/nodebrew | perl ...",https://qiita.com//tcsh/items/4bea17afecbc8fc8abe0,1,tcsh
72,Perlの正規表現の一行モード(/s)と複数行モード(/m)の覚え方,"[""正規表現"", ""Perl""]","Perlの正規表現のモードに「一行モード」「複数行モード」というものがあります。
$str =~ /^--/m
and print ""複数行モードでマッチ\n"";
$str  ...",https://qiita.com//xtetsuji/items/9939143a7619956997e1,2,xtetsuji
72,IT企業の公開してるプログラミング教材とかまとめ,"[""プログラミング教育""]","プログラミング教材
mixi
AndroidTraining
iOSTraining
Hatena
はてな教科書
Perl、Plack、JS、iOSなど
Kayac
2013 ...",https://qiita.com//syumai/items/42a8f1ccc036674a60ff,2,syumai
72,PHPのPOSTパラメータ数の上限トラップ,"[""PHP""]","ta) {
list ($key, $value) = explode('=', $data);
$postData[$key] = $value;
}
なんだか昔のPerl ...",https://qiita.com//bami3/items/c23cd94a6e9297649610,4,bami3
72,誰かが作った素晴らしいライブラリキュレーションリンク集awesome ,"[""ライブラリ紹介"", ""awesome""]","s, etc.)
Clojure
ClojureScript
Elixir
Elm
Erlang
Julia
Lua
C
C/C++
R
D
Common Lisp
Perl ...",https://qiita.com//applideveloper/items/b1887cb5576cd3bd3941,,applideveloper
74,Go でアプリケーションとクライアントのミドルウェアを作成する方法知ってますか？,"[""Go""]"," -> response
これを意識するためには、Perl Monger にお馴染みの図を覚えるといいでしょう。玉ねぎ内部のそれぞれの層はミドルウェアを表現しています。 ...",https://qiita.com//codehex/items/d3741b66b0ccee7a216d,,codehex
76,cURL コマンドの読み方,"[""curl"", ""ShellScript"", ""Bash"", ""PHP""]","ドを開発しているプロジェクトの名前も cURL というらしく，このコマンドラインツールのcurlとライブラリとしてのlibcurlが主な成果物らしいです．
php, perl ...",https://qiita.com//isseium/items/d3c0bae9fd3e2a972803,1,isseium
71,lsofを使ってプロセスが利用しているポートを確認する。,"[""Linux"", ""lsof"", ""Linuxコマンド""]",",1    22096  272808　/usr/lib64/perl5/vendor_perl/auto/nginx/nginx.so
nginx   2 ...",https://qiita.com//kooohei/items/9e3859e3d1d854c3d163,1,kooohei
71,浮動小数点数の16進表記,"[""浮動小数点数"", ""C言語"", ""IEEE754""]","tran 2018で16進浮動小数点数の入出力に対応したっぽいです。
リテラルは、そもそも整数の16進リテラル表記がC系の言語とは大きく異なるようなので、アレです。
Perl ...",https://qiita.com//mod_poppo/items/3fa4cdc35f9bfb352ad5,7,mod_poppo
76,【初心者必見！】C/C++言語を学んではいけない理由と学ぶべき理由,"[""C"", ""C++""]","JSだかけちゃうなんてのもあったりしますが、割り込みを使ったり、本格的に制御しようとするとC/C++は不可欠になります。わかりますよね？
CPUの動作理解に役に立つ
Perl ...",https://qiita.com//developerwaiwai/items/87a90cdb854b15a33309,5,developerwaiwai
72,プログラム初心者に贈るJavaプログラミング,"[""Java""]","Readerのインスタンスbrから1行読み込みlineという文字列型変数に代入しています。
やってる内容の割にちょっと面倒くさいですね。私もそう思います。
JavaはPerl ...",https://qiita.com//euc_/items/1c1ef42d62cdcbd23421,3,euc_
72,シェルスクリプトの長所と短所のまとめ,"[""ShellScript"", ""Bash"", ""shell"", ""シェルスクリプト"", ""POSIX""]","で処理を終える小さなプロセスが多数作成することとなり、外部コマンドの実行が遅いという影響をモロに受けてしまいます。
この CGI というのは 2000 年以前に主に Perl ...",https://qiita.com//ko1nksm/items/71696aaafe6b6ae9584b,5,ko1nksm
70,質の高い Perl アプリケーションを書くために,"[""Perl""]","概要
動的型付き言語であり中でも自由度の高い Perl だが、それでもコードの堅牢性をなるべく確保しできる範囲で質を上げる方法を考えてみようというお話。アプリケーションを構築 ...",https://qiita.com//ryochin/items/988fa25c2176d55484ee,,ryochin
72,プログラミング言語を手続き型と関数型、静的型付けと動的型付けで4象限に分類する,"[""プログラミング言語""]","言語
Haskell
Scala
OCaml
手続き型言語×動的型付け言語
JavaScript
Python
Ruby
PHP
Julia
Perl
手続き型言語×静的型付 ...",https://qiita.com//danwatanabe/items/b2dae4b73f6c18056f3d,7,danwatanabe
71,vagrantのshared folderのmountに失敗してしまった場合,"[""Vagrant""]","n
Package 1:make-3.82-21.el7.x86_64 already installed and latest version
Package 4:perl ...",https://qiita.com//ak-ymst/items/bdc37aaf53f857d37fcc,,ak-ymst
70,リリース時の負荷対策,"[""負荷対策"", ""NewRelic"", ""JMeter"", ""魚""]","目は、ウッチーことtakao.uchikawaさんによる、「スマートフォンでの脱出ゲームの作り方」です。
自己紹介
シモーネと呼ばれています。
PHPとかJavaとかPerl ...",https://qiita.com//shimone/items/1ea8206f43e1bf05a435,,shimone
73,【Struts入門】今さらStruts1.3.10を勉強したのでまとめてみた【初心者向け】,"[""Struts"", ""JSP"", ""servlet"", ""Java"", ""初心者""]","をチェック
minlength
maxlength
指定の長さ以下かをチェック
maxlength
mask
指定のマスクパターンに合致しているかチェック
mask
Perl ...",https://qiita.com//ebichan_88/items/aaae17e72d068517f33f,,ebichan_88
69,シェルスクリプト多重起動の防止（flock(2) を用い、極力可搬に）,"[""MacOSX"", ""Bash"", ""Linux""]","it 0
～
しかし今度は、Linux では Ruby が非標準（最小インストールでは入らないことが多い）であるという問題が出ます。今どきの distro であれば、Perl ...",https://qiita.com//knaka/items/582289c5b98ca5f55506,,knaka
69,Ruby の OptionParser チートシート,"[""Ruby"", ""optparse""]",""", ""2"", ""3""]}
args: [""ARG1"", ""ARG2""]
※ thor gem の場合、 array は スペース区切りで指定するので仕様が異なる．
perl ...",https://qiita.com//sonots/items/1b44ed3a770ef790a63d,,sonots
69,Macのvimを整えてからvimrcを晒す,"[""Mac"", ""Vim"", ""vimrc""]","job             +path_extra      +user_commands
+cmdline_compl   +jumplist        -perl ...",https://qiita.com//_snow_narcissus/items/f1633ecc40814acca4cf,,_snow_narcissus
74,ruruby: RustでつくっているRuby,"[""Ruby"", ""Rust""]","列になる。このおかげでロゴの部分の空白は潰された状態でevalされる。 ↩
Perlなど、いろんな言語由来らしい ↩
評価の順序としては自然だが、こういうコード自体は全く自然 ...",https://qiita.com//sisshiki1969/items/4d76e69545ca1c26ed48,,sisshiki1969
69,Chrome 拡張機能でタイムライン上のツイートを「ばぶ」らせてみた,"[""初心者"", ""JavaScript"", ""Chrome"", ""Twitter"", ""chrome-extension""]","はリファレンスがなくてもおおよそ書けるが、ファイル入出力周辺は怪しい。C++ は研究関連の解析フレームワークを使用するために使っている。それ以外には、python, perl ...",https://qiita.com//38tter_miya/items/7265ec0843ce20c25146,3,38tter_miya
69,開発環境 on M1 Mac with Homebrew,"[""Mac"", ""homebrew"", ""AppleSilicon"", ""M1chip""]","
✔︎
OpenJDK
16 preview
arm64
Homebrew
2021/01/16
✔︎
Go
1.17.2
arm64
Homebrew
✔︎
Perl
5. ...",https://qiita.com//asip2k25/items/7088667e2177ab061dd2,,asip2k25
68,RubyでMySQLを操作する,"[""Ruby"", ""MySQL""]","; 'root', :password => 'password')
query = %q{update test.languages set name = 'Perl ...",https://qiita.com//toshiro3/items/b65b2ad744d8f3ecc734,1,toshiro3
68,[bash] スペースが入ったファイル名の処理,"[""Bash""]",")
echo ""${files[@]}""
doneの後ろの<と<が離れているのがポイント。
見てしまえば、なるほどな、と思うが、思いつかないなー。
普通にperl ...",https://qiita.com//daei/items/76635f9fbf25824b525e,,daei
68,電話API? Twilio? PHPから電話の発信ができちゃいます！！,"[""twilio"", ""PHP"", ""XML""]","ちら。
http://twilio.kddi-web.com
Twilioは様々なプログラミング言語のライブラリを提供していて、PHPやRuby、JAVA、.NET、perl ...",https://qiita.com//joohounsong/items/f516f4e1f6c91572e7f5,3,joohounsong
68,DockerコンテナをElasticBeanstalkにデプロイする,"[""Docker"", ""DockerHub"", ""ElasticBeanstalk"", ""AdventCalendar""]","og.yuukigoodman.net/entry/2014/08/14/012209 の下半分
https://speakerdeck.com/saisa6153/perl ...",https://qiita.com//yuukigoodman/items/ed88de93bee0bc775ff0,,yuukigoodman
68,ELB経由のnginxでアクセス元IPアドレスをアクセスログの$remote_addrとして書くようにする,"[""elb"", ""nginx""]",k_module --with-http_degradation_module --with-http_stub_status_module --with-http_perl ...,https://qiita.com//toshihirock/items/1de2613bb7c95d486dc1,,toshihirock
68,RailsとApacheの連携について,"[""Rails"", ""Ruby"", ""Apache"", ""rbenv"", ""passenger""]","
$ sudo yum -y install gcc gcc-c++ openssl-devel zlib-devel make patch git gettext perl ...",https://qiita.com//tarosay/items/ca511ea98d4019803aee,,tarosay
68,WordPressのデプロイをwp-deployで設定する,"[""WordPress"", ""Capistrano"", ""PHP"", ""capistrano3""]"," zlib-devel perl-ExtUtils-MakeMaker
wget https://www.kernel.org/pub/software/scm/git/gi ...",https://qiita.com//soramugi/items/6ccf715293dffce9a1b0,,soramugi
68,NATSについて調べて動作を試してみた,"[""Go"", ""NATS""]","イアントも存在している。
公式ではないが他のミドルウェア同様コミュニティベースでその他主要な言語がサポートされている。
Erlang
Haskell
Lua
PHP
Perl ...",https://qiita.com//hhatto/items/81611940de547ce3bd08,,hhatto
68,Perlと本気で向き合いたくない人のためのPerl5実行環境構築,"[""Perl""]","Perlと本気で向き合いたくない人のためのPerl5実行環境構築
非PerlプログラマがとりあえずいろいろCPANモジュールを必要とする",https://qiita.com//debug-ito/items/7caaecf6988870973438,1,debug-ito
67,ag (The Silver Searcher) コマンド覚え書き,"[""ag""]","ilver Searcher) を積極的に使っていこうと思っています。
主に自分用のメモをここに書き溜めていくつもりです。
ag をよく知らない人のために
ag は Perl ...",https://qiita.com//key-amb/items/160754af63ab08b18d8f,,key-amb
67,Go言語を含む複数種類の言語により実装されたソフトウェアのベンチマーク,"[""Go""]","には影響がないよう配慮されています。
他言語での実装
このように便利なツールなので、Rubyで実装されたKageの以外にも、他言語での実装があります。
Geest (Perl ...",https://qiita.com//kentaro/items/17e2c334a902677af995,,kentaro
67,0から始める Mac 環境構築,"[""MacOSX"", ""homebrew"", ""homebrew-cask""]","ry ""/Library/WebServer/Documents"">
+<Directory ""/Users/[username]/Sites"">
Perl ...",https://qiita.com//ysakmrkm@github/items/12137f761568e3ae51af,2,ysakmrkm@github
67,CentOS6にepel、remiで最新版のPHP、MySQLを導入,"[""CentOS"", ""PHP"", ""MySQL""]","fe &
You can test the MySQL daemon with mysql-test-run.pl
cd /usr/mysql-test ; perl ...",https://qiita.com//yoh-nak/items/3434b61c0a932aa4504b,2,yoh-nak
67,"nodebrew,npm,yarnなどNode.js関連をざっくり学びながらインストール【初学者向け】","[""Node.js"", ""nodebrew"", ""npm"", ""フロントエンド"", ""Mac""]","ールする
Node.jsのバージョン管理ツールnodebrewのインストール
1.nodebrewのインストール
curl -L git.io/nodebrew | perl ...",https://qiita.com//nt-7/items/972a40ee56a67f2a74cb,,nt-7
67,Shell Script Tips 完全版,"[""ShellScript""]","VAL'[@]}'
基本的によく使うTips
変数への代入
Shell Scriptでは、変数へ代入するための幾つもの方法があります。例えば、Pythonでは少なく、Perl ...",https://qiita.com//syui/items/565cf3b6e2120beeda04,2,syui
67,"Emacs の起動時間を""""詰める""""","[""Emacs""]","しましょう (自動化も手だと思います)。
autoload と with-eval-after-load
全人類がやるべき設定その２です。
正統派な使い方
たとえば Perl ...",https://qiita.com//zk_phi/items/33514d247d8c24338046,,zk_phi
67,Ruby 2.0.0-p0インストール(Mac OS X 10.8.2),"[""Ruby"", ""bundler""]","
==> perl ./Configure --prefix=/usr/local/Cellar/openssl/1.0.1e --openssldir=/usr/lo ...",https://qiita.com//shu_0115/items/05a09296f3633cadac3f,2,shu_0115
66,Mojolicious最速マスター,"[""Mojolicious"", ""Perl""]",PerlのWeb Application Frameworkである Mojolicious でアプリをつくる場合に必要な基礎的な使用法を紹介します。1枚スクリプトから書けるM ...,https://qiita.com//yusukebe/items/65141c9c63a2860af962,,yusukebe
67,bashでストリームデータ処理,"[""ShellScript"", ""Bash""]","下のようなコマンドを実行してみます。
$ ( perl -e 'print ""a""x1024 . ""\n"" for 1..100' & \
perl ...",https://qiita.com//debug-ito/items/1bc877d62ec04dfa938a,,debug-ito
65,Google Calendar API v3でスケジュール同期,"[""google"", ""GoogleCloudPlatform"", ""PHP""]","ません。;)
私は同期したいデータを落としてきてperlでdata.csvの形に整形し、その後cal.phpを実行するようにcronで設定してます。
Google Devel ...",https://qiita.com//qoAop/items/9f4d08ec7ede42849b41,5,qoAop
67,VSCodeでRubyを気軽に実行する環境を作る。,"[""VSCode"", ""Ruby""]","ited with code=0 in 0.152 seconds
Ruby以外でも、 C, C++, Java, JavaScript, PHP, Python, Perl ...",https://qiita.com//masakinihirota/items/ec90086bab86f369fa15,2,masakinihirota
67,最近Swift書いていて可読性を上げるために意識していること,"[""Swift"", ""iOS""]","nt0 | xargs -0 egrep --with-filename --line-number --only-matching ""($TAGS).*\$"" | perl ...",https://qiita.com//noppefoxwolf/items/ffc6fefe153756131cba,3,noppefoxwolf
66,JavaScript初級者が中級者に昇格するための道(ぱらのいあ編),"[""altjs"", ""ポエム"", ""JavaScript""]",")で「42」であることを計算できます。 ↩
MSのVSCでも使われている電子的な何かの事です。 ↩
個人の感想であり、効果には個人差があります。 ↩
Rubyを越えたPerl ...",https://qiita.com//raccy/items/be1c750762b10b077b64,1,raccy
66,Ruby 基本のき: オブジェクト周りを遊びながら理解する,"[""Ruby""]","0. はじめに
C/C++, C#, Java, Perl, PHP, Python など他言語の経験者が Ruby に触れる際の導入として、
オブジェクト周りを中心に Ru ...",https://qiita.com//yut_h1979/items/aafece7404a1002c0105,3,yut_h1979
66,Java 8 Stream API にテキストを流してみて（中間操作編）,"[""Java"", ""java8"", ""Stream"", ""テキスト処理""]","new TreeSet<>(String.CASE_INSENSITIVE_ORDER)::add;
}
...
String text = ""Java perl ...",https://qiita.com//kumazo/items/104fa685da8705b8cfd8,,kumazo
65,実用 perl ワンライナー,"[""Perl""]","こちらの記事で紹介されているawkでの操作について、Perlではどう書けるかを確認したものです。
http://qiita.com/b4b4r07/items/45d34a4 ...",https://qiita.com//ohtsuka1317/items/92c339a65533e1e6c6fc,2,ohtsuka1317
65,Node.jsでRaspberryPiのGPIOを良しなにする方法,"[""Node.js"", ""RaspberryPi"", ""CoffeeScript""]","うに）
Node.jsのインストール
バージョン管理にはnodebrewを使います。
nodebrewのインストール
$ curl -L git.io/nodebrew | perl",https://qiita.com//koki_cheese/items/a4555d6ec3a32273cf36,3,koki_cheese
65,30歳過ぎ未経験からエンジニアに転職してプレイイングマネージャーになるまでの話,"[""ポエム"", ""勉強法"", ""キャリアパス""]","はPerl, R, Scala, Pythonとやりました
自力で環境構築（重要）して、あとは軽い問題を解く程度
競技プログラミング的なものに挑戦
CodeIQやpaizaの ...",https://qiita.com//atsfour/items/0f0e850f18bf22301eb2,,atsfour
67,逆順出力 tac と tail -r,"[""ShellScript"", ""awk"", ""Perl"", ""Bash""]","する実装になる。入力がローカルディスク上のファイルなら seek して後ろから読むことができるが、標準入力や名前付きパイプでは不可能だ。
上の ex と同じ点です。
perl ...",https://qiita.com//b4b4r07/items/e465efe0b020407bdd44,2,b4b4r07
65,ansibleでshellやcommandを使う時の注意点,"[""Ansible""]","ない。
export   KEY=VALUE
or
source ~/perl5/perlbrew/etc/bashrc (perlbrewの場合)
perlbrewのインス ...",https://qiita.com//volanja/items/3a263ab8df34af6870d5,3,volanja
67,鬼雲に非包含オペレータを実装した話,"[""正規表現"", ""Onigmo"", ""Ruby""]","では既存の文法との互換性のため、(?~subexp) という表記を使うこととしました。
（Perl の流れをくむ正規表現では、文法を拡張する際には、\ + アルファベット 1 ...",https://qiita.com//k-takata/items/4e45121081c83d3d5bfd,5,k-takata
64,【Sublime Text 3】プラグイン簡易まとめ,"[""SublimeText3"", ""SublimeText""]",", HTML, Ruby, Python3, 
XML, XSLT, Django, HTML5, Perl, CSS, Twig, Less, Smarty, Node.j ...",https://qiita.com//Kazuhiro15/items/165d032e84d9af2bcd0b,,Kazuhiro15
64,Alpine Linuxの使い方,"[""Linux"", ""alpine"", ""alpinelinux""]","可能になります。
$ apk search i3
$ apk add i3wm
個人的なインストール
$ apk add zsh vim tmux git sudo perl ...",https://qiita.com//syui/items/7851423ddc132b751fa3,,syui
64,さくらのクラウド「シンプル監視」の有料・無料判定の実装について,"[""さくらのクラウド"", ""IRR""]","JPIRRを参照し、検索に失敗した場合やデータが存在しない場合のみRADBを参照します。
実際のコードは以下のような感じになりました。古い人間なんでいつもperlで書いてます ...",https://qiita.com//jh1vxw/items/c3d9b2d329187d1dca90,2,jh1vxw
64,"論理演算子(&&, ||)の短絡評価","[""プログラミング"", ""プログラミング全般""]","かもしれないし、""aaa""かもしれない)し、また、それらが返す値もtrueやfalseである必要はない。
Cでは、&&や||は、1か0しか返さないが、Perl ...",https://qiita.com//gyu-don/items/a0aed0f94b8b35c43290,,gyu-don
64,Webエンジニアでない人も知っておきたいWebサイトの脆弱性とその対策,"[""Security"", ""セキュリティ""]","必要。
２）OSコマンドインジェクション
悪意のあるリクエストにより、サーバ上でOSコマンドを実行される脆弱性。
対策
Webアプリ内でシェルを起動しない
　例えば、Perl ...",https://qiita.com//okey01/items/a4b1a096154a1d225d50,,okey01
65,新人に向けてるわけでもない特に言っておきたいほどでもない纏まってすらいない話,"[""ポエム"", ""新人プログラマ応援""]","エンドエンジニア。
今の会社に未経験から就職し今年で10年、まあクビにされない程度の能力はあると思われている。
主要言語はPHPで、場合によってPerlとかAzureとかLi ...",https://qiita.com//rana_kualu/items/b93885c0b65328b3eb79,1,rana_kualu
64,Emacsの拡張を作るのに便利かもしれない関数集,"[""Emacs""]",") (region-end)
(concat ""perl -0 -p -w -e \'""
""s/^([^\\S\\r\\n]*)(\\S.*?)[^\\S\\r\\n]*$/ ...",https://qiita.com//ShingoFukuyama/items/62269c4904ca085f9149,4,ShingoFukuyama
65,インターン生向けのISUCON CM,"[""isucon"", ""MySQL"", ""perfomance""]","張ってください！
Webアプリケーションを作った経験がない OR 参考実装に得意な言語がありません（ISUCON6の予選で実装予定の言語実装：Ruby/PHP/Go/Perl ...",https://qiita.com//catatsuy/items/2d83783d80157daf4b44,,catatsuy
64,Helmの使い方を3分で理解する,"[""ibmcloud"", ""helm"", ""kubernetes""]","のaptコマンドなどがある。
(2) リポジトリは、チャートを集め共有するための場所である。
類似の概念では、Perl言語のCPANリポジトリ、Fedora Package  ...",https://qiita.com//MahoTakara/items/3c509235cc18bd407f07,,MahoTakara
64,Chainer を用いたリカレントニューラル言語モデル作成のサンプルコード解説に挑戦してみた,"[""Chainer"", ""自然言語処理"", ""ニューラルネットワーク""]","のコマンドを実行して事前に必要なものをインストールしておく
apt-get update
apt-get install gcc gcc++ kmod perl python ...",https://qiita.com//GushiSnow/items/b34da4962dd930d1487a,,GushiSnow
63,便利な「git-サブコマンド」を作成する,"[""Git"", ""Bash"", ""ShellScript""]"," ""$1"" | perl -pe ""s/^((https?|git):\/\/)?(github\.com\/)?//;s/\.git$//"")""
username=""${u ...",https://qiita.com//b4b4r07/items/6b76a5f969231e5e9748,,b4b4r07
63,phpenvが動かないのなら作りなおせばいいじゃない,"[""PHP"", ""phpenv"", ""MacOSX""]","にruby特有の仕組みを使っておらず、ほぼシェルスクリプトだけで実現されているので、他の似たようなスクリプト言語でもこの仕組みは適用できそう。
ほほう。
現にこの方はPerl ...",https://qiita.com//laprasDrum/items/ac367608ddd77d27d432,,laprasDrum
63,AdWords APIを利用して、広告運用の仕事を95%削減するまで,"[""adwords"", ""PHP"", ""広告"", ""api""]","るかという資料が必要となる。
自分が提出した資料は以下のものである。
プロジェクトの作成
AdWords APIのライブラリとして、Java, .NET, PHP, PERL ...",https://qiita.com//tomoyamachi/items/611c0acdf12ab3c46bdb,1,tomoyamachi
63,Docker & Docker Compose on CentOS8,"[""Docker"", ""CentOS"", ""centos8"", ""docker-compose""]","remove podman
モジュラーの依存に関する問題:
問題 1: conflicting requests
- nothing provides module(perl ...",https://qiita.com//cyberblack28/items/0b0ec02bce67a16e2f17,,cyberblack28
63,react-pdfで職務経歴書を作ってみた,"[""React"", ""JavaScript"", ""職務経歴書""]","[""バックエンド実装""]}
/>
</Col>
<Col borderRight>
<Using uses={[""java"", ""Perl ...",https://qiita.com//wheatandcat/items/73b1452bd92f831334e7,6,wheatandcat
63,"Ruby2.0 + Rails4.0 + Passenger + Apache + MySQL + CentOS6.4 + Logwatch + 高速化設定  ( Webサーバー構築四苦八苦 4th Day, Ruby on Rails編 )","[""Ruby"", ""Beginner"", ""Rails"", ""MySQL"", ""Rails4""]","ォールでアクセス制御を行いますので、こちらも要確認
とりあえず必要そうなものをごっそりインストール
$ sudo yum install -y zlib-devel perl ...",https://qiita.com//colorrabbit/items/88cb83a0a14670540719,,colorrabbit
62,debian でロケールのエラーが出るときの対処法,"[""Debian"", ""squeeze"", ""locale""]","アップデートなどで以下のようなエラーが出る時の対処方法
perl: warning: Setting locale failed.
perl: warnin ...",https://qiita.com//d6rkaiz/items/c32f2b4772e25b1ba3ba,,d6rkaiz
62,シェルワンライナーたちのまとめ,"[""Zsh"", ""Bash"", ""shell"", ""ワンライナー"", ""俺のワンライナー""]","puts f.read}""
@dounokounoさま
http://qiita.com/dounokouno/items/2e8b27089a04dc47f109
Perl ...",https://qiita.com//zchee/items/64fc07777a8de79866e7,3,zchee
62,「ハッシュ」ってどんな意味？,"[""ハッシュ関数"", ""Ruby"", ""連想配列""]","っていることがあります。
ハッシュテーブル
連想配列の内部構造として、キーのハッシュ値を取って、それを基準に格納する方法があって、「ハッシュテーブル」と呼ばれます。
Perl ...",https://qiita.com//jkr_2255/items/4787055c8f600695658d,1,jkr_2255
64,気象要素を計算するPythonモジュールを公開します,"[""Python"", ""気象データ"", ""Weather"", ""気象""]","度を求める関数などを集めたPythonモジュール wxparams を作ったので、公開します。
（Weather Parametersの略）
Pythonを始める前はPerl ...",https://qiita.com//Yoshiki443/items/6a4682bebdf87bd82cff,14,Yoshiki443
61,Firebase公式動画を参考にFirebaseとNuxt.jsを使ってSSRをServerlessで実現する,"[""Firebase"", ""nuxt.js"", ""JavaScript"", ""Vue.js"", ""tutorial""]","で頂けると嬉しいです。
仕事の半分以上はフロントエンドを担当しています。もちろん、PostgreSQLのトリガー書いたり、PerlでAPIを書くこともあるし、たまにNginx ...",https://qiita.com//wataruoguchi/items/fa9b59e21c4212293c04,4,wataruoguchi
61,Perl 6の正規表現について,"[""Perl6"", ""正規表現"", ""正規表現技術入門"", ""YAPC""]","いたものですが，結局ボツにして3年間ほど私のMacBookの奥底でひっそりと眠っていたものです．
YAPC::Okinawa で @dankogai さんと話していてPerl ...",https://qiita.com//sinya8282/items/361f13409a0ca9e3e66c,1,sinya8282
61,golang.org/x/net/websocketの使い方とkuiperbelt,"[""Go"", ""websocket""]","
kuiperbeltについて
以上はGoでWebSocketをしゃべる話でしたが、例えば別の言語でしゃべりたくなったとしましょう。その場合にRubyやPython,Perl ...",https://qiita.com//mackee_w/items/b6036d132888caaf5f98,1,mackee_w
61,C/C++でJSONを読み込む(JSON-Cの使用方法まとめ),"[""JSON"", ""json-c"", ""C++""]","3456.789,
'test_string' : ""hello world"",
'test_boolean' : false,
'test_array' : [
""perl ...",https://qiita.com//koara-local/items/2d3220cd1e2fce8ff267,,koara-local
62,シバン（shebang）にスクリプトを実行しないコマンドを指定してみる実験,"[""ShellScript"", ""Shebang""]","クリプトを実行するコマンドを書けばいいらしいとわかった。
awk → #!/usr/bin/awk -f
expect → #!/usr/bin/expect -f
perl ...",https://qiita.com//HMMNRST/items/7a9f927014ad2fb3befc,3,HMMNRST
60,CoreOS用のcloud-config.ymlを晒しておく,"[""CoreOS""]","を貼り付けてください。それ以外にもmkpasswdやperl/pythonを使う方法があるようです
{HASH}は https://coreos.com/docs/clust ...",https://qiita.com//ma2shita/items/e069b6019688d8e848f5,2,ma2shita
61,Python3.3で実装したナイーブベイズをBing APIで取得したWebページで学習。文章を分類させる,"[""機械学習"", ""Python"", ""NaiveBayes""]","）は，オランダ人のグイド・ヴァンロッサムが作ったオープンソースのプログラミング言語。
オブジェクト指向スクリプト言語の一種であり，Perlとともに欧米で広く普及している。イギ ...",https://qiita.com//katryo/items/62291ba328de9d12bd30,,katryo
60,Tsung で負荷試験,"[""Tsung""]","ぞれに下記の手順で Tsung をインストールします
$ sudo aptitude -y install autoconf gnuplot libtemplate-perl ...",https://qiita.com//Hexa/items/323d69ee19a68f217191,,Hexa
62,Raspberry Pi でLチカする方法がたくさんありすぎる件について,"[""RaspberryPi"", ""Lチカ""]","by - pi_piper
https://github.com/jwhitehorn/pi_piper
下位にbcm2835 libraryを使っているようです。
Perl ...",https://qiita.com//rukihena/items/fb94a2cdcbb37ec8ced7,8,rukihena
